tempid,latitude,longitude
14,-2.586434,51.540256
14,-2.577790,51.543928
14,-2.577511,51.544051
14,-2.576571,51.544407
14,-2.576264,51.544526
14,-2.567443,51.543673
14,-2.566952,51.543336
14,-2.566669,51.543214
14,-2.566692,51.543163
14,-2.567135,51.543176
14,-2.567136,51.543176
14,-2.570068,51.543268
14,-2.570382,51.543281
14,-2.570495,51.543284
14,-2.570588,51.543391
14,-2.572668,51.543575
14,-2.577735,51.543249
14,-2.577735,51.543249
14,-2.577655,51.543107
14,-2.577687,51.543129
14,-2.577621,51.543167
14,-2.577650,51.543157
14,-2.577650,51.543150
14,-2.577656,51.543134
14,-2.577666,51.543116
14,-2.577678,51.543098
14,-2.577686,51.543079
14,-2.576932,51.542918
14,-2.576382,51.542912
14,-2.576254,51.542916
14,-2.575932,51.542941
14,-2.575455,51.542969
14,-2.575240,51.542990
14,-2.574539,51.543143
14,-2.574456,51.543207
14,-2.574388,51.543248
14,-2.574310,51.543282
14,-2.574303,51.543277
14,-2.574306,51.543279
14,-2.574217,51.543301
14,-2.574184,51.543311
14,-2.574151,51.543321
14,-2.574122,51.543328
14,-2.574094,51.543338
14,-2.574070,51.543346
14,-2.574053,51.543351
14,-2.574035,51.543354
14,-2.574016,51.543354
14,-2.574001,51.543356
14,-2.573956,51.543351
14,-2.573946,51.543343
14,-2.573937,51.543336
14,-2.573927,51.543329
14,-2.573916,51.543320
14,-2.573906,51.543313
14,-2.573895,51.543305
14,-2.573834,51.543259
14,-2.573821,51.543249
14,-2.573810,51.543240
14,-2.573799,51.543230
14,-2.573789,51.543218
14,-2.573779,51.543207
14,-2.573771,51.543196
14,-2.573749,51.543160
14,-2.573741,51.543148
14,-2.573715,51.543111
14,-2.573705,51.543099
14,-2.573696,51.543088
14,-2.573686,51.543077
14,-2.572830,51.542882
14,-2.572325,51.542635
14,-2.572258,51.542614
14,-2.572235,51.542622
14,-2.572124,51.542710
14,-2.572093,51.542774
14,-2.572111,51.542752
14,-2.572131,51.542723
14,-2.572135,51.542716
14,-2.572234,51.542587
14,-2.572234,51.542587
14,-2.572246,51.542554
14,-2.572530,51.542398
14,-2.573835,51.541928
14,-2.575162,51.541448
14,-2.575315,51.541331
14,-2.575369,51.541306
14,-2.575412,51.541287
14,-2.575446,51.541271
14,-2.575479,51.541249
14,-2.575512,51.541224
14,-2.575838,51.541063
14,-2.575854,51.541056
14,-2.575871,51.541048
14,-2.575891,51.541039
14,-2.575913,51.541029
14,-2.576569,51.541094
14,-2.577118,51.541829
14,-2.577406,51.542215
14,-2.577389,51.542275
14,-2.577311,51.542343
14,-2.577482,51.542764
14,-2.577680,51.542880
14,-2.577811,51.542981
14,-2.577958,51.543114
14,-2.577950,51.543116
14,-2.577912,51.543144
14,-2.577916,51.543128
14,-2.577823,51.543040
14,-2.577837,51.543045
14,-2.577832,51.543051
14,-2.577838,51.543059
14,-2.577857,51.543131
14,-2.577858,51.543131
14,-2.577858,51.543131
14,-2.577859,51.543131
14,-2.577735,51.543249
14,-2.577735,51.543248
14,-2.577639,51.541205
14,-2.574575,51.540321
14,-2.574528,51.540313
14,-2.574499,51.540301
14,-2.574393,51.540398
14,-2.574393,51.540398
14,-2.574344,51.540444
14,-2.574349,51.540445
14,-2.574354,51.540444
14,-2.574377,51.540430
14,-2.574436,51.540472
14,-2.574366,51.540560
14,-2.574116,51.540692
14,-2.573715,51.540964
14,-2.570103,51.542665
14,-2.570339,51.543100
14,-2.570458,51.543130
14,-2.570534,51.543176
14,-2.570566,51.543242
14,-2.570565,51.543279
14,-2.570558,51.543293
14,-2.570554,51.543304
14,-2.570551,51.543311
14,-2.569996,51.543560
14,-2.569975,51.543559
14,-2.569960,51.543557
14,-2.569588,51.543725
14,-2.568111,51.545492
14,-2.568022,51.545435
14,-2.567887,51.545555
14,-2.567823,51.545587
14,-2.567827,51.545608
14,-2.567832,51.545619
14,-2.567837,51.545628
14,-2.567842,51.545635
14,-2.567846,51.545637
14,-2.567847,51.545638
14,-2.567848,51.545643
14,-2.571096,51.546077
14,-2.611913,51.526762
14,-2.611997,51.526787
14,-2.612712,51.526769
14,-2.612625,51.526544
14,-2.612743,51.526484
14,-2.612854,51.526429
14,-2.612968,51.526370
14,-2.613126,51.526288
14,-2.613260,51.526219
14,-2.613440,51.526129
14,-2.613681,51.526047
14,-2.613848,51.525962
14,-2.613899,51.525935
14,-2.613980,51.525892
14,-2.614111,51.525817
14,-2.614154,51.525790
14,-2.614232,51.525720
14,-2.614324,51.525681
14,-2.614377,51.525646
14,-2.614468,51.525602
14,-2.614477,51.525594
14,-2.614471,51.525593
14,-2.614494,51.525582
14,-2.614512,51.525568
14,-2.614521,51.525561
14,-2.620183,51.514272
14,-2.620035,51.514185
14,-2.619945,51.514225
14,-2.619877,51.514199
14,-2.619890,51.514193
14,-2.619893,51.514188
14,-2.619891,51.514183
14,-2.619887,51.514170
14,-2.619888,51.514171
14,-2.619883,51.514166
14,-2.619876,51.514158
14,-2.619579,51.513308
14,-2.619433,51.512477
14,-2.619280,51.511719
14,-2.618417,51.510255
14,-2.618348,51.510147
14,-2.618230,51.509951
14,-2.616076,51.507007
14,-2.615096,51.503076
14,-2.615403,51.503072
14,-2.615504,51.502983
14,-2.615702,51.502517
14,-2.615727,51.502471
14,-2.615796,51.502301
14,-2.615864,51.502188
14,-2.615934,51.502074
14,-2.615997,51.501976
14,-2.616073,51.501873
14,-2.616148,51.501613
14,-2.616196,51.501487
14,-2.616650,51.499523
14,-2.617676,51.497748
14,-2.617753,51.497719
14,-2.617821,51.497696
14,-2.617863,51.497673
14,-2.617877,51.497660
14,-2.621829,51.492516
14,-2.621628,51.491650
14,-2.620307,51.489783
14,-2.619683,51.489440
14,-2.619575,51.489365
14,-2.619399,51.489273
14,-2.619287,51.489215
14,-2.618888,51.489104
14,-2.618700,51.489008
14,-2.616568,51.486900
14,-2.616507,51.486834
14,-2.616457,51.486743
14,-2.616375,51.486660
14,-2.616318,51.486600
14,-2.616279,51.486530
14,-2.616229,51.486458
14,-2.613167,51.479491
14,-2.613167,51.479491
14,-2.612736,51.479540
14,-2.612552,51.479583
14,-2.612340,51.479614
14,-2.612075,51.479124
14,-2.612067,51.479112
14,-2.612058,51.479086
14,-2.611777,51.479052
14,-2.611772,51.479041
14,-2.611770,51.479028
14,-2.611770,51.479017
14,-2.611771,51.479007
14,-2.611776,51.478991
14,-2.611779,51.478972
14,-2.611778,51.478962
14,-2.611775,51.478951
14,-2.611769,51.478940
14,-2.611600,51.478717
14,-2.611594,51.478709
14,-2.611586,51.478700
14,-2.611577,51.478691
14,-2.611569,51.478681
14,-2.611559,51.478673
14,-2.611549,51.478664
14,-2.611255,51.478484
14,-2.611114,51.478403
14,-2.611066,51.478375
14,-2.610676,51.478188
14,-2.610094,51.477955
14,-2.609942,51.477889
14,-2.609811,51.477837
14,-2.609408,51.477680
14,-2.609250,51.477622
14,-2.609112,51.477565
14,-2.609108,51.477579
14,-2.609059,51.477623
14,-2.608951,51.477813
14,-2.608895,51.477603
14,-2.608866,51.477578
14,-2.608855,51.477569
14,-2.608844,51.477560
14,-2.608822,51.477527
14,-2.608818,51.477517
14,-2.608817,51.477506
14,-2.608820,51.477496
14,-2.608827,51.477486
14,-2.608835,51.477477
14,-2.608845,51.477468
14,-2.608855,51.477459
14,-2.608865,51.477449
14,-2.608874,51.477440
14,-2.608884,51.477430
14,-2.608894,51.477420
14,-2.608904,51.477411
14,-2.608914,51.477402
14,-2.608925,51.477393
14,-2.608936,51.477384
14,-2.608946,51.477375
14,-2.608957,51.477365
14,-2.608968,51.477356
14,-2.608979,51.477347
14,-2.609258,51.477016
14,-2.609547,51.476682
14,-2.609655,51.476554
14,-2.609750,51.476442
14,-2.609843,51.476332
14,-2.609917,51.476245
14,-2.610231,51.475880
14,-2.610376,51.475623
14,-2.610426,51.475500
14,-2.610463,51.475370
14,-2.610448,51.475384
14,-2.610564,51.475496
14,-2.610564,51.475501
14,-2.610558,51.475497
14,-2.610550,51.475489
14,-2.610542,51.475479
14,-2.610535,51.475468
14,-2.610527,51.475457
14,-2.610523,51.475445
14,-2.610517,51.475433
14,-2.610513,51.475421
14,-2.610510,51.475409
14,-2.610508,51.475396
14,-2.610507,51.475383
14,-2.610506,51.475371
14,-2.610505,51.475358
14,-2.610505,51.475346
14,-2.610506,51.475334
14,-2.610506,51.475322
14,-2.610508,51.475310
14,-2.610509,51.475297
14,-2.610510,51.475286
14,-2.610511,51.475274
14,-2.610511,51.475264
14,-2.610510,51.475253
14,-2.610510,51.475244
14,-2.610527,51.475198
14,-2.610530,51.475189
14,-2.610533,51.475179
14,-2.610536,51.475169
14,-2.610540,51.475158
14,-2.610543,51.475146
14,-2.610546,51.475136
14,-2.610603,51.474751
14,-2.610704,51.474399
14,-2.610730,51.474309
14,-2.610701,51.474115
14,-2.610701,51.474115
14,-2.610713,51.474181
14,-2.610712,51.474174
14,-2.610709,51.474176
14,-2.610679,51.474228
14,-2.610709,51.474197
14,-2.610687,51.474213
14,-2.610661,51.474244
14,-2.610666,51.474263
14,-2.610697,51.474276
14,-2.610681,51.474372
14,-2.610677,51.474382
14,-2.610672,51.474393
14,-2.610662,51.474421
14,-2.610660,51.474430
14,-2.610657,51.474447
14,-2.610655,51.474466
14,-2.610654,51.474475
14,-2.610653,51.474484
14,-2.610638,51.474892
14,-2.610615,51.475020
14,-2.610590,51.475124
14,-2.610552,51.475255
14,-2.610532,51.475315
14,-2.610406,51.475664
14,-2.610249,51.475956
14,-2.610149,51.476111
14,-2.610053,51.476276
14,-2.609800,51.476428
14,-2.609800,51.476432
14,-2.610158,51.476546
14,-2.610134,51.476544
14,-2.610099,51.476540
14,-2.609932,51.476556
14,-2.609873,51.476588
14,-2.609857,51.476592
14,-2.609842,51.476594
14,-2.609823,51.476594
14,-2.609796,51.476595
14,-2.609772,51.476598
14,-2.609751,51.476603
14,-2.609734,51.476610
14,-2.609692,51.476623
14,-2.609438,51.476927
14,-2.609044,51.477277
14,-2.608986,51.477387
14,-2.608999,51.477443
14,-2.609370,51.477626
14,-2.609477,51.477678
14,-2.609531,51.477702
14,-2.609964,51.477894
14,-2.610158,51.477982
14,-2.610336,51.478072
14,-2.610533,51.478186
14,-2.610524,51.478188
14,-2.610478,51.478217
14,-2.610478,51.478228
14,-2.610506,51.478228
14,-2.610592,51.478198
14,-2.610630,51.478182
14,-2.610719,51.478188
14,-2.610735,51.478198
14,-2.611144,51.478387
14,-2.611153,51.478401
14,-2.611160,51.478413
14,-2.611168,51.478425
14,-2.611563,51.478636
14,-2.611730,51.478965
14,-2.611792,51.479089
14,-2.611834,51.479241
14,-2.611844,51.479297
14,-2.611999,51.479713
14,-2.612124,51.479715
14,-2.612720,51.479624
14,-2.612920,51.479598
14,-2.613121,51.479577
14,-2.613114,51.479573
14,-2.613115,51.479562
14,-2.613123,51.479570
14,-2.613167,51.479491
15,-2.613170,51.479491
15,-2.614730,51.479400
15,-2.615322,51.479398
15,-2.616014,51.479454
15,-2.616446,51.479489
15,-2.616992,51.479606
15,-2.616957,51.479652
15,-2.616946,51.479738
15,-2.616919,51.479784
15,-2.616924,51.479842
15,-2.616898,51.479901
15,-2.616872,51.479931
15,-2.616840,51.479986
15,-2.616764,51.480510
15,-2.616640,51.482670
15,-2.616630,51.482789
15,-2.616264,51.484531
15,-2.616167,51.484600
15,-2.616078,51.484675
15,-2.615982,51.484756
15,-2.615832,51.484925
15,-2.615779,51.485012
15,-2.615727,51.485108
15,-2.620567,51.490157
15,-2.621264,51.490931
15,-2.621746,51.493112
15,-2.621580,51.495104
15,-2.621419,51.495399
15,-2.621150,51.495870
15,-2.620788,51.496321
15,-2.620744,51.496339
15,-2.620697,51.496353
15,-2.620686,51.496358
15,-2.620609,51.496479
15,-2.620603,51.496476
15,-2.620599,51.496476
15,-2.620596,51.496476
15,-2.620597,51.496476
15,-2.620593,51.496476
15,-2.620585,51.496479
15,-2.618468,51.497435
15,-2.615893,51.501407
15,-2.616238,51.506843
15,-2.616410,51.507506
15,-2.619619,51.512828
15,-2.619734,51.512850
15,-2.619796,51.513469
15,-2.619832,51.513611
15,-2.619909,51.513684
15,-2.619932,51.513855
15,-2.619946,51.513974
15,-2.619995,51.514101
15,-2.620063,51.514267
15,-2.620147,51.514384
15,-2.620241,51.514511
15,-2.620338,51.514630
15,-2.620433,51.514752
15,-2.620533,51.514841
15,-2.621451,51.516040
15,-2.621919,51.516642
15,-2.620471,51.520383
15,-2.605205,51.529598
15,-2.604986,51.529826
15,-2.604706,51.529776
15,-2.604473,51.529825
15,-2.604208,51.529859
15,-2.603956,51.529901
15,-2.603719,51.529950
15,-2.603448,51.530010
15,-2.603194,51.530049
15,-2.602933,51.530105
15,-2.602641,51.530181
15,-2.602376,51.530251
15,-2.602096,51.530311
15,-2.601874,51.530378
15,-2.601581,51.530437
15,-2.600142,51.530804
15,-2.599886,51.530907
15,-2.599613,51.531010
15,-2.599320,51.531119
15,-2.593250,51.533897
15,-2.590923,51.535528
15,-2.584864,51.538440
15,-2.584862,51.538441
15,-2.567304,51.546880
15,-2.567507,51.546819
15,-2.567575,51.546699
15,-2.567718,51.546610
15,-2.567712,51.546496
15,-2.567726,51.546380
15,-2.567726,51.546284
15,-2.567697,51.546047
15,-2.567577,51.545358
15,-2.567566,51.545287
15,-2.567555,51.545224
15,-2.567556,51.545171
15,-2.567548,51.545127
15,-2.567544,51.545079
15,-2.567567,51.545021
15,-2.567557,51.544950
15,-2.567555,51.544879
15,-2.567545,51.544808
15,-2.568286,51.544213
15,-2.569124,51.543825
15,-2.569725,51.543652
15,-2.570683,51.543445
15,-2.571074,51.543437
15,-2.575088,51.543160
15,-2.577731,51.543249
15,-2.577735,51.543249
15,-2.577551,51.543185
15,-2.577552,51.543186
15,-2.577553,51.543188
15,-2.577552,51.543189
15,-2.577548,51.543192
15,-2.577539,51.543192
15,-2.577483,51.543186
15,-2.577480,51.543188
15,-2.577493,51.543190
15,-2.577509,51.543194
15,-2.577523,51.543198
15,-2.577540,51.543204
15,-2.577557,51.543208
15,-2.577576,51.543211
15,-2.577726,51.543199
15,-2.577726,51.543199
15,-2.577788,51.543181
15,-2.577837,51.543104
15,-2.577895,51.543107
15,-2.577507,51.542111
15,-2.571685,51.541211
15,-2.571506,51.541352
15,-2.571360,51.541459
15,-2.571178,51.541527
15,-2.570978,51.541600
15,-2.570774,51.541675
15,-2.570642,51.541725
15,-2.570436,51.541821
15,-2.570268,51.541907
15,-2.570151,51.541987
15,-2.570067,51.542059
15,-2.569996,51.542138
15,-2.569884,51.542444
15,-2.569870,51.542511
15,-2.569872,51.542606
15,-2.569938,51.542817
15,-2.570044,51.542901
15,-2.570300,51.543077
15,-2.570367,51.543133
15,-2.570478,51.543183
15,-2.570565,51.543253
15,-2.570576,51.543321
15,-2.570587,51.543379
15,-2.570556,51.543418
15,-2.570450,51.543421
15,-2.570365,51.543446
15,-2.570280,51.543465
15,-2.570215,51.543468
15,-2.570188,51.543469
15,-2.570176,51.543479
15,-2.570136,51.543481
15,-2.569043,51.543699
15,-2.568701,51.543848
15,-2.568035,51.544308
15,-2.567914,51.545980
15,-2.567902,51.545988
15,-2.567867,51.545998
15,-2.567864,51.545998
15,-2.573005,51.545358
15,-2.577343,51.543857
15,-2.577579,51.543773
15,-2.601313,51.529925
15,-2.609001,51.528521
15,-2.609027,51.528514
15,-2.609058,51.528505
15,-2.609091,51.528476
15,-2.612789,51.526474
15,-2.616177,51.523775
15,-2.618618,51.521873
15,-2.618841,51.521654
15,-2.620197,51.514467
15,-2.620188,51.514271
15,-2.620000,51.513939
15,-2.619853,51.513769
15,-2.619743,51.513747
15,-2.619733,51.513731
15,-2.619728,51.513719
15,-2.619720,51.513712
15,-2.619708,51.513701
15,-2.619702,51.513686
15,-2.619609,51.513151
15,-2.619603,51.513110
15,-2.619598,51.513071
15,-2.619587,51.512989
15,-2.619581,51.512949
15,-2.618341,51.510354
15,-2.617934,51.509731
15,-2.615897,51.505459
15,-2.615879,51.502023
15,-2.615953,51.501922
15,-2.616255,51.501355
15,-2.616314,51.501228
15,-2.616383,51.500881
15,-2.616463,51.500751
15,-2.616522,51.500649
15,-2.616591,51.500524
15,-2.616630,51.500397
15,-2.616658,51.500262
15,-2.616653,51.500133
15,-2.616478,51.499394
15,-2.616785,51.498081
15,-2.618032,51.497635
15,-2.618149,51.497589
15,-2.618387,51.497482
15,-2.618449,51.497453
15,-2.618501,51.497432
15,-2.618552,51.497406
15,-2.618582,51.497390
15,-2.620828,51.495947
15,-2.621738,51.494040
15,-2.621752,51.493973
15,-2.615859,51.484923
15,-2.615896,51.484876
15,-2.615899,51.484829
15,-2.615947,51.484763
15,-2.615979,51.484719
15,-2.616223,51.484481
15,-2.616668,51.481864
15,-2.616680,51.481791
15,-2.616686,51.481717
15,-2.616684,51.481640
15,-2.616688,51.481567
15,-2.616687,51.481488
15,-2.616698,51.481428
15,-2.616707,51.481382
15,-2.616706,51.481343
15,-2.616703,51.481315
15,-2.616706,51.481275
15,-2.616703,51.481230
15,-2.616700,51.481183
15,-2.616032,51.480576
15,-2.614824,51.480088
15,-2.614030,51.479765
15,-2.614030,51.479765
15,-2.613642,51.479607
15,-2.613538,51.479572
15,-2.613453,51.479550
15,-2.613335,51.479533
15,-2.613132,51.479521
15,-2.613167,51.479491
15,-2.613167,51.479491
15,-2.611228,51.479791
15,-2.608052,51.478771
15,-2.607828,51.478674
15,-2.607561,51.478522
15,-2.607322,51.478335
15,-2.607168,51.478175
15,-2.603966,51.476877
15,-2.603814,51.476859
15,-2.603634,51.476743
15,-2.603480,51.476637
15,-2.603366,51.476571
15,-2.603217,51.476499
15,-2.603145,51.476438
15,-2.603027,51.476377
15,-2.602893,51.476301
15,-2.602791,51.476222
15,-2.602725,51.476130
15,-2.602635,51.476058
15,-2.602536,51.475987
15,-2.602306,51.475856
15,-2.599699,51.474500
15,-2.595277,51.471063
15,-2.595096,51.470927
15,-2.594271,51.470389
15,-2.594271,51.470389
15,-2.593815,51.470150
15,-2.593682,51.469931
15,-2.593562,51.469539
15,-2.593509,51.469512
15,-2.593253,51.469288
15,-2.593068,51.469130
15,-2.593033,51.469092
15,-2.593002,51.469060
15,-2.592978,51.469037
15,-2.592962,51.469024
15,-2.592947,51.469014
15,-2.592933,51.469007
15,-2.592927,51.469004
15,-2.592928,51.469003
15,-2.592648,51.468735
15,-2.592610,51.468703
15,-2.592650,51.468747
15,-2.592378,51.468469
15,-2.592818,51.468919
15,-2.591109,51.466816
15,-2.590983,51.466763
15,-2.590969,51.466717
15,-2.590963,51.466711
15,-2.590957,51.466704
15,-2.590331,51.465842
15,-2.589051,51.466470
15,-2.588025,51.466177
15,-2.588390,51.466441
15,-2.588709,51.466747
15,-2.586084,51.468610
15,-2.584875,51.470000
15,-2.584830,51.470055
15,-2.586823,51.469593
15,-2.586824,51.469593
15,-2.589402,51.468996
15,-2.590898,51.469245
15,-2.591742,51.469373
15,-2.592848,51.469069
15,-2.592955,51.469077
15,-2.593054,51.469192
15,-2.593108,51.469260
15,-2.593145,51.469310
15,-2.593113,51.469269
15,-2.593265,51.469403
15,-2.593697,51.470189
15,-2.593824,51.470331
15,-2.593837,51.470336
15,-2.593838,51.470337
15,-2.602219,51.475934
15,-2.605211,51.477716
15,-2.607309,51.478463
15,-2.612478,51.479607
15,-2.613138,51.479517
15,-2.613142,51.479513
15,-2.613166,51.479491
16,-2.613167,51.479491
16,-2.613332,51.479447
16,-2.613331,51.479447
16,-2.613332,51.479447
16,-2.613331,51.479449
16,-2.613333,51.479448
16,-2.613337,51.479448
16,-2.615925,51.479442
16,-2.616575,51.483643
16,-2.616958,51.484628
16,-2.615747,51.486089
16,-2.616078,51.486330
16,-2.619627,51.489458
16,-2.622130,51.492574
16,-2.622069,51.492664
16,-2.622024,51.492691
16,-2.622008,51.492700
16,-2.622006,51.492715
16,-2.622006,51.492738
16,-2.621985,51.493638
16,-2.621984,51.493726
16,-2.621937,51.494142
16,-2.621930,51.494219
16,-2.621930,51.494228
16,-2.621934,51.494239
16,-2.621935,51.494257
16,-2.621251,51.495750
16,-2.619786,51.496831
16,-2.616523,51.498205
16,-2.616577,51.498886
16,-2.616439,51.500602
16,-2.616415,51.500810
16,-2.615922,51.504668
16,-2.615852,51.504932
16,-2.617169,51.508641
16,-2.617237,51.508747
16,-2.617251,51.508764
16,-2.617279,51.508778
16,-2.617302,51.508842
16,-2.617364,51.508920
16,-2.617477,51.509062
16,-2.617491,51.509079
16,-2.618434,51.510026
16,-2.619647,51.513026
16,-2.620631,51.519944
16,-2.620401,51.520300
16,-2.619953,51.520836
16,-2.620122,51.521029
16,-2.620126,51.521029
16,-2.620126,51.521029
16,-2.620126,51.521029
16,-2.620126,51.521029
16,-2.620126,51.521029
16,-2.620126,51.521029
16,-2.620128,51.521028
16,-2.620130,51.521028
16,-2.620135,51.521026
16,-2.620266,51.520912
16,-2.620272,51.520902
16,-2.620263,51.520900
16,-2.620199,51.520926
16,-2.620125,51.520949
16,-2.620027,51.520988
16,-2.619957,51.521026
16,-2.619853,51.521045
16,-2.619808,51.521077
16,-2.619789,51.521093
16,-2.619428,51.521358
16,-2.610697,51.528652
16,-2.610578,51.528696
16,-2.599988,51.529894
16,-2.598369,51.531154
16,-2.582081,51.540196
16,-2.582078,51.540198
16,-2.571093,51.546295
16,-2.570392,51.546640
16,-2.570193,51.546720
16,-2.570010,51.546804
16,-2.569834,51.546878
16,-2.569680,51.546940
16,-2.569563,51.546994
16,-2.569469,51.547033
16,-2.569388,51.547070
16,-2.569324,51.547102
16,-2.569264,51.547133
16,-2.569216,51.547164
16,-2.569185,51.547186
16,-2.569163,51.547197
16,-2.569162,51.547200
16,-2.569155,51.547206
16,-2.569138,51.547221
16,-2.569126,51.547231
16,-2.569112,51.547243
16,-2.569100,51.547250
16,-2.567743,51.544391
16,-2.567793,51.543841
16,-2.567619,51.542956
16,-2.572473,51.543285
16,-2.575284,51.542811
16,-2.577755,51.543102
16,-2.577735,51.543249
16,-2.577735,51.543249
16,-2.577395,51.543140
16,-2.577191,51.543108
16,-2.576434,51.543012
16,-2.576397,51.543007
16,-2.576288,51.542993
16,-2.576063,51.542967
16,-2.575604,51.542827
16,-2.575537,51.542830
16,-2.575524,51.542847
16,-2.575043,51.543012
16,-2.574376,51.543024
16,-2.574375,51.543024
16,-2.574338,51.543025
16,-2.572724,51.542744
16,-2.572579,51.542708
16,-2.572487,51.542666
16,-2.572415,51.542620
16,-2.572234,51.542587
16,-2.572234,51.542587
16,-2.572358,51.542543
16,-2.572407,51.542573
16,-2.572424,51.542569
16,-2.572433,51.542557
16,-2.572448,51.542544
16,-2.572469,51.542530
16,-2.572490,51.542519
16,-2.572509,51.542510
16,-2.573089,51.542245
16,-2.573112,51.542240
16,-2.573134,51.542237
16,-2.573150,51.542234
16,-2.573216,51.542237
16,-2.573233,51.542233
16,-2.573249,51.542225
16,-2.573265,51.542214
16,-2.573883,51.542062
16,-2.574427,51.541897
16,-2.575349,51.541471
16,-2.575441,51.541395
16,-2.575998,51.541205
16,-2.576304,51.541206
16,-2.576607,51.541291
16,-2.576928,51.541415
16,-2.577097,51.541511
16,-2.577140,51.541563
16,-2.577063,51.541531
16,-2.577070,51.541533
16,-2.577149,51.541564
16,-2.577155,51.541589
16,-2.577166,51.541598
16,-2.577175,51.541606
16,-2.577184,51.541616
16,-2.577193,51.541625
16,-2.577203,51.541635
16,-2.577213,51.541644
16,-2.577520,51.542005
16,-2.577553,51.542131
16,-2.577553,51.542146
16,-2.577648,51.542599
16,-2.577995,51.543011
16,-2.578020,51.543048
16,-2.578020,51.543284
16,-2.577956,51.543321
16,-2.577935,51.543329
16,-2.577934,51.543330
16,-2.577679,51.543432
16,-2.577678,51.543438
16,-2.577753,51.543461
16,-2.577787,51.543460
16,-2.577809,51.543465
16,-2.577763,51.543452
16,-2.577696,51.543558
16,-2.577692,51.543543
16,-2.577692,51.543543
16,-2.577696,51.543513
16,-2.577697,51.543511
16,-2.577698,51.543510
16,-2.577698,51.543509
16,-2.577698,51.543509
16,-2.577698,51.543508
16,-2.577696,51.543505
16,-2.577694,51.543500
16,-2.577688,51.543489
16,-2.577684,51.543463
16,-2.577692,51.543461
16,-2.577249,51.542327
16,-2.577216,51.542294
16,-2.572366,51.543940
16,-2.572184,51.543972
16,-2.572019,51.543997
16,-2.571864,51.544004
16,-2.571700,51.544008
16,-2.571550,51.544011
16,-2.570748,51.543780
16,-2.570419,51.543511
16,-2.570376,51.543477
16,-2.570285,51.543424
16,-2.567781,51.545523
16,-2.567790,51.545633
16,-2.567801,51.545743
16,-2.567811,51.545853
16,-2.567813,51.546045
16,-2.567821,51.546123
16,-2.567969,51.546436
16,-2.568062,51.546504
16,-2.568302,51.546624
16,-2.568415,51.546651
16,-2.568515,51.546699
16,-2.568625,51.546758
16,-2.568722,51.546820
16,-2.569000,51.547333
16,-2.568973,51.547379
16,-2.568945,51.547433
16,-2.568929,51.547449
16,-2.568920,51.547451
16,-2.566072,51.548304
16,-2.558949,51.550459
16,-2.558127,51.550718
16,-2.557864,51.550812
16,-2.556390,51.551398
16,-2.549489,51.548478
16,-2.549073,51.547698
16,-2.548928,51.547504
16,-2.544127,51.542082
16,-2.541563,51.539410
16,-2.536081,51.534122
16,-2.535891,51.533934
16,-2.535690,51.533748
16,-2.533565,51.531723
16,-2.533387,51.531539
16,-2.533204,51.531360
16,-2.532255,51.530438
16,-2.526841,51.524571
16,-2.526670,51.524372
16,-2.526496,51.524178
16,-2.526328,51.523985
16,-2.526163,51.523796
16,-2.526000,51.523601
16,-2.525835,51.523413
16,-2.525670,51.523224
16,-2.525511,51.523036
16,-2.525351,51.522847
16,-2.525029,51.522457
16,-2.524863,51.522265
16,-2.524702,51.522073
16,-2.520668,51.516843
16,-2.520525,51.516650
16,-2.520374,51.516458
16,-2.518372,51.513637
16,-2.518242,51.513443
16,-2.518117,51.513244
16,-2.512365,51.507078
16,-2.500580,51.504889
16,-2.488244,51.506471
16,-2.474607,51.504937
16,-2.474185,51.504832
16,-2.473337,51.504621
16,-2.472919,51.504515
16,-2.471221,51.504094
16,-2.470804,51.504006
16,-2.470382,51.503907
16,-2.469985,51.503812
16,-2.469573,51.503719
16,-2.469171,51.503621
16,-2.468773,51.503525
16,-2.468381,51.503425
16,-2.467983,51.503326
16,-2.457171,51.500648
16,-2.456778,51.500563
16,-2.453498,51.499890
16,-2.440499,51.498211
16,-2.440096,51.498176
16,-2.432349,51.497877
16,-2.431925,51.497876
16,-2.427401,51.497889
16,-2.421647,51.497915
16,-2.421229,51.497913
16,-2.418571,51.497944
16,-2.418196,51.497950
16,-2.417820,51.497956
16,-2.416290,51.497971
16,-2.415914,51.497972
16,-2.415538,51.497973
16,-2.415164,51.497974
16,-2.414786,51.497972
16,-2.414407,51.497972
16,-2.402236,51.497985
16,-2.401839,51.497985
16,-2.401053,51.497983
16,-2.400650,51.497981
16,-2.391371,51.498010
16,-2.391367,51.498010
16,-2.388328,51.498020
16,-2.387913,51.498019
16,-2.387499,51.498023
16,-2.387083,51.498032
16,-2.386670,51.498035
16,-2.386252,51.498043
16,-2.385838,51.498052
16,-2.385426,51.498058
16,-2.385024,51.498067
16,-2.383797,51.498116
16,-2.383401,51.498143
16,-2.383001,51.498168
16,-2.382609,51.498188
16,-2.382210,51.498200
16,-2.381816,51.498212
16,-2.381423,51.498229
16,-2.381039,51.498251
16,-2.380649,51.498272
16,-2.380266,51.498298
16,-2.379881,51.498341
16,-2.376755,51.498621
16,-2.376387,51.498667
16,-2.376007,51.498706
16,-2.375652,51.498739
16,-2.375298,51.498773
16,-2.374951,51.498823
16,-2.374602,51.498862
16,-2.374252,51.498905
16,-2.373903,51.498946
