tempid,latitude,longitude
2,-2.589611,51.459283
2,-2.589702,51.459275
2,-2.589742,51.459266
2,-2.589756,51.459271
2,-2.589740,51.459282
2,-2.589743,51.459288
2,-2.589780,51.459287
2,-2.591411,51.460016
2,-2.593116,51.468956
2,-2.593238,51.468779
2,-2.593181,51.468974
2,-2.593261,51.469071
2,-2.593331,51.469167
2,-2.593387,51.469244
2,-2.593452,51.469341
2,-2.593499,51.469429
2,-2.593563,51.469509
2,-2.593595,51.469576
2,-2.593632,51.469641
2,-2.593642,51.469710
2,-2.593661,51.469765
2,-2.593703,51.469869
2,-2.593730,51.470016
2,-2.593736,51.470060
2,-2.593754,51.470088
2,-2.596123,51.471746
2,-2.596210,51.471808
2,-2.605974,51.478001
2,-2.605983,51.478002
2,-2.605961,51.477983
2,-2.605947,51.477978
2,-2.605966,51.477989
2,-2.605976,51.477994
2,-2.605990,51.478000
2,-2.606003,51.478005
2,-2.606079,51.478031
2,-2.606092,51.478035
2,-2.606113,51.478042
2,-2.606126,51.478046
2,-2.606207,51.478074
2,-2.606230,51.478082
2,-2.606513,51.478187
2,-2.606693,51.478255
2,-2.606972,51.478360
2,-2.607667,51.478616
2,-2.608636,51.478942
2,-2.608734,51.478996
2,-2.608831,51.479030
2,-2.608938,51.479086
2,-2.609057,51.479130
2,-2.609161,51.479177
2,-2.609267,51.479221
2,-2.609364,51.479257
2,-2.609495,51.479306
2,-2.610603,51.479715
2,-2.610943,51.479850
2,-2.610998,51.479879
2,-2.611196,51.479892
2,-2.611280,51.479879
2,-2.611491,51.479827
2,-2.611602,51.479800
2,-2.611877,51.479734
2,-2.611928,51.479712
2,-2.611902,51.479608
2,-2.611896,51.479597
2,-2.613167,51.479491
2,-2.613167,51.479491
2,-2.613537,51.479439
2,-2.613544,51.479436
2,-2.614092,51.479393
2,-2.614957,51.479367
2,-2.615702,51.479279
2,-2.617305,51.478860
2,-2.617637,51.478770
2,-2.617744,51.478753
2,-2.617587,51.478796
2,-2.617595,51.478794
2,-2.617625,51.478785
2,-2.617672,51.478770
2,-2.617775,51.478739
2,-2.617828,51.478720
2,-2.617884,51.478699
2,-2.617945,51.478677
2,-2.617996,51.478656
2,-2.618044,51.478634
2,-2.618085,51.478615
2,-2.618414,51.478470
2,-2.618756,51.478401
2,-2.618770,51.478396
2,-2.618784,51.478391
2,-2.618807,51.478385
2,-2.618830,51.478383
2,-2.618850,51.478380
2,-2.618872,51.478377
2,-2.618894,51.478373
2,-2.619716,51.477926
2,-2.619716,51.477926
2,-2.623326,51.475170
2,-2.623360,51.475163
2,-2.623377,51.475150
2,-2.623395,51.475130
2,-2.623422,51.475100
2,-2.623457,51.475060
2,-2.623485,51.475019
2,-2.623508,51.474980
2,-2.623544,51.474924
2,-2.623552,51.474914
2,-2.623562,51.474903
2,-2.624061,51.474353
2,-2.624078,51.474345
2,-2.624099,51.474339
2,-2.624778,51.473794
2,-2.625317,51.472976
2,-2.625581,51.472244
2,-2.625675,51.469485
2,-2.625894,51.469205
2,-2.625912,51.469152
2,-2.625923,51.469127
2,-2.625849,51.469031
2,-2.625865,51.469002
2,-2.625876,51.468978
2,-2.625881,51.468867
2,-2.625874,51.468796
2,-2.625921,51.468144
2,-2.625915,51.468127
2,-2.625912,51.468036
2,-2.627280,51.469249
2,-2.627280,51.469249
2,-2.627494,51.469442
2,-2.627538,51.469482
2,-2.627555,51.469488
2,-2.627556,51.469502
2,-2.627567,51.469510
2,-2.627578,51.469517
2,-2.627591,51.469526
2,-2.627607,51.469535
2,-2.627625,51.469543
2,-2.628289,51.469861
2,-2.628313,51.469867
2,-2.628334,51.469871
2,-2.630211,51.469709
2,-2.631716,51.469504
2,-2.631927,51.469476
2,-2.631927,51.469476
2,-2.633263,51.469294
2,-2.633459,51.469267
2,-2.633498,51.469283
2,-2.633530,51.469304
2,-2.633723,51.469444
2,-2.634426,51.469525
2,-2.634846,51.469962
2,-2.634748,51.470052
2,-2.634731,51.470070
2,-2.634710,51.470087
2,-2.634061,51.470323
2,-2.633975,51.470352
2,-2.627854,51.471948
2,-2.627855,51.472013
2,-2.627856,51.472027
2,-2.627848,51.472040
2,-2.627832,51.472055
2,-2.627812,51.472069
2,-2.627794,51.472083
2,-2.627780,51.472098
2,-2.626967,51.472408
2,-2.626922,51.472412
2,-2.626666,51.472464
2,-2.626628,51.472473
2,-2.626588,51.472483
2,-2.626548,51.472493
2,-2.626506,51.472505
2,-2.625501,51.473187
2,-2.624617,51.474032
2,-2.623667,51.474211
2,-2.622286,51.474342
2,-2.623056,51.474758
2,-2.623047,51.475163
2,-2.623150,51.475538
2,-2.623326,51.475466
2,-2.623326,51.475420
2,-2.623304,51.475426
2,-2.623279,51.475437
2,-2.623260,51.475447
2,-2.623241,51.475458
2,-2.622500,51.475985
2,-2.622481,51.475993
2,-2.622460,51.476002
2,-2.622439,51.476011
2,-2.622419,51.476019
2,-2.622402,51.476032
2,-2.622402,51.476032
2,-2.622383,51.476045
2,-2.621973,51.476429
2,-2.621452,51.476770
2,-2.620013,51.477615
2,-2.618781,51.478336
2,-2.618777,51.478358
2,-2.618771,51.478379
2,-2.618763,51.478399
2,-2.618752,51.478417
2,-2.618741,51.478436
2,-2.618572,51.478559
2,-2.618546,51.478565
2,-2.618250,51.478655
2,-2.618230,51.478663
2,-2.617764,51.478845
2,-2.616563,51.479066
2,-2.615921,51.479157
2,-2.615667,51.479209
2,-2.615002,51.479292
2,-2.614719,51.479322
2,-2.614553,51.479340
2,-2.613959,51.479404
2,-2.613698,51.479438
2,-2.613209,51.479516
2,-2.613197,51.479523
2,-2.613167,51.479491
3,-2.613167,51.479491
3,-2.620975,51.490250
3,-2.620975,51.490251
3,-2.620690,51.490165
3,-2.620762,51.490180
3,-2.620792,51.490202
3,-2.620818,51.490217
3,-2.621710,51.491666
3,-2.615345,51.504764
3,-2.615467,51.505053
3,-2.615476,51.505077
3,-2.615596,51.505246
3,-2.615652,51.505359
3,-2.615757,51.505643
3,-2.615790,51.505781
3,-2.615869,51.505913
3,-2.615936,51.506065
3,-2.615990,51.506205
3,-2.616046,51.506354
3,-2.617031,51.508620
3,-2.617372,51.509029
3,-2.617394,51.509059
3,-2.617412,51.509079
3,-2.617480,51.509121
3,-2.617508,51.509122
3,-2.617534,51.509136
3,-2.617564,51.509146
3,-2.617584,51.509156
3,-2.617593,51.509166
3,-2.618181,51.509725
3,-2.618489,51.509841
3,-2.619863,51.513614
3,-2.619737,51.514204
3,-2.616464,51.523568
3,-2.616204,51.523737
3,-2.616036,51.524021
3,-2.616010,51.524216
3,-2.615913,51.524278
3,-2.615848,51.524335
3,-2.615759,51.524395
3,-2.615688,51.524448
3,-2.615612,51.524506
3,-2.615527,51.524556
3,-2.615463,51.524598
3,-2.615414,51.524621
3,-2.615382,51.524645
3,-2.615275,51.524886
3,-2.615254,51.524959
3,-2.615022,51.525230
3,-2.608776,51.524186
3,-2.598887,51.525044
3,-2.599186,51.525024
3,-2.599235,51.525048
3,-2.599280,51.525024
3,-2.599328,51.525053
3,-2.599387,51.525079
3,-2.599418,51.525063
3,-2.599460,51.525022
3,-2.599504,51.524981
3,-2.599521,51.524944
3,-2.599510,51.524915
3,-2.599465,51.524891
3,-2.599411,51.524883
3,-2.599328,51.524880
3,-2.599269,51.524869
3,-2.599223,51.524856
3,-2.599173,51.524840
3,-2.598966,51.524804
3,-2.598915,51.524816
3,-2.598004,51.524370
3,-2.598007,51.524375
3,-2.598046,51.524325
3,-2.598225,51.524235
3,-2.597010,51.524477
3,-2.596284,51.524508
3,-2.595422,51.524018
3,-2.595283,51.523922
3,-2.595251,51.523653
3,-2.597897,51.523402
3,-2.598067,51.523409
3,-2.598097,51.523456
3,-2.598112,51.523478
3,-2.598139,51.523516
3,-2.598157,51.523542
3,-2.598174,51.523565
3,-2.598188,51.523586
3,-2.597591,51.523945
3,-2.597549,51.523968
3,-2.597535,51.523971
3,-2.597507,51.523976
3,-2.597491,51.523976
3,-2.595842,51.523299
3,-2.595337,51.523495
3,-2.595317,51.523395
3,-2.595329,51.523286
3,-2.595489,51.522819
3,-2.595514,51.522669
3,-2.595522,51.522671
3,-2.595538,51.522699
3,-2.595532,51.522709
3,-2.595531,51.522716
3,-2.595531,51.522723
3,-2.595529,51.522741
3,-2.595527,51.522753
3,-2.595526,51.522762
3,-2.595526,51.522773
3,-2.595525,51.522777
3,-2.595525,51.522784
3,-2.595525,51.522795
3,-2.595525,51.522806
3,-2.595580,51.523005
3,-2.595640,51.523343
3,-2.595502,51.523627
3,-2.595412,51.523769
3,-2.595698,51.524127
3,-2.595698,51.524128
3,-2.595880,51.524356
3,-2.596393,51.524854
3,-2.596984,51.525433
3,-2.596966,51.525412
3,-2.596966,51.525428
3,-2.596936,51.525474
3,-2.596939,51.525510
3,-2.596977,51.525529
3,-2.597031,51.525531
3,-2.597085,51.525646
3,-2.597102,51.525649
3,-2.597122,51.525651
3,-2.597143,51.525651
3,-2.597165,51.525652
3,-2.597184,51.525653
3,-2.597202,51.525655
3,-2.597218,51.525660
3,-2.597233,51.525669
3,-2.597247,51.525677
3,-2.597261,51.525685
3,-2.597273,51.525694
3,-2.597283,51.525702
3,-2.597295,51.525711
3,-2.597307,51.525719
3,-2.597333,51.525735
3,-2.597687,51.525862
3,-2.597049,51.525831
3,-2.596731,51.525780
3,-2.596582,51.525745
3,-2.596445,51.525715
3,-2.596408,51.525708
3,-2.596437,51.525722
3,-2.596492,51.525744
3,-2.596303,51.525670
3,-2.596303,51.525670
3,-2.596124,51.525574
3,-2.596126,51.525577
3,-2.596137,51.525585
3,-2.596156,51.525595
3,-2.596350,51.525702
3,-2.596343,51.525708
3,-2.596354,51.525712
3,-2.596365,51.525710
3,-2.596358,51.525703
3,-2.596272,51.525664
3,-2.596210,51.525636
3,-2.596185,51.525626
3,-2.595982,51.525515
3,-2.595759,51.525353
3,-2.595659,51.525279
3,-2.595608,51.525243
3,-2.595560,51.525208
3,-2.595461,51.525141
3,-2.595450,51.525140
3,-2.595454,51.525139
3,-2.595455,51.525130
3,-2.595197,51.524974
3,-2.595174,51.524962
3,-2.594865,51.524376
3,-2.594733,51.524096
3,-2.594615,51.523904
3,-2.594475,51.523736
3,-2.594465,51.523732
3,-2.594459,51.523724
3,-2.594458,51.523715
3,-2.594464,51.523705
3,-2.594600,51.523524
3,-2.594600,51.523524
3,-2.594679,51.523438
3,-2.594677,51.523442
3,-2.594739,51.523329
3,-2.594735,51.523319
3,-2.594736,51.523307
3,-2.594845,51.523217
3,-2.594831,51.523219
3,-2.594899,51.522929
3,-2.594890,51.522916
3,-2.594887,51.522883
3,-2.594945,51.522824
3,-2.594972,51.522819
3,-2.594997,51.522812
3,-2.595427,51.522715
3,-2.595448,51.522713
3,-2.595636,51.522784
3,-2.595636,51.522784
3,-2.595879,51.522855
3,-2.600306,51.523563
3,-2.600400,51.523724
3,-2.600585,51.523808
3,-2.600833,51.523821
3,-2.601006,51.523907
3,-2.601195,51.524001
3,-2.601378,51.524090
3,-2.601539,51.524168
3,-2.601695,51.524242
3,-2.601841,51.524312
3,-2.601986,51.524381
3,-2.602132,51.524451
3,-2.602251,51.524507
3,-2.602376,51.524567
3,-2.602476,51.524614
3,-2.602742,51.524737
3,-2.602765,51.524750
3,-2.602780,51.524765
3,-2.602779,51.524788
3,-2.602802,51.524798
3,-2.602824,51.524809
3,-2.602841,51.524815
3,-2.602953,51.524856
3,-2.602966,51.524861
3,-2.598538,51.527801
3,-2.598538,51.527801
3,-2.620021,51.520706
3,-2.621177,51.519406
3,-2.621202,51.519346
3,-2.615785,51.499906
3,-2.617568,51.497706
3,-2.617654,51.497673
3,-2.617856,51.497638
3,-2.618038,51.497593
3,-2.618202,51.497543
3,-2.618365,51.497474
3,-2.618547,51.497394
3,-2.618679,51.497326
3,-2.618840,51.497249
3,-2.618978,51.497179
3,-2.619147,51.497093
3,-2.619327,51.497012
3,-2.619440,51.496932
3,-2.619482,51.496889
3,-2.619585,51.496832
3,-2.619690,51.496785
3,-2.619774,51.496753
3,-2.619831,51.496715
3,-2.619857,51.496700
3,-2.619888,51.496673
3,-2.619908,51.496651
3,-2.615649,51.485436
3,-2.615837,51.485066
3,-2.616280,51.484432
3,-2.616375,51.484314
3,-2.616664,51.484037
3,-2.616706,51.483935
3,-2.616708,51.483824
3,-2.616765,51.483723
3,-2.616782,51.483612
3,-2.616777,51.483503
3,-2.616766,51.483393
3,-2.616767,51.483291
3,-2.616763,51.483182
3,-2.616751,51.483085
3,-2.616712,51.482991
3,-2.616700,51.482912
3,-2.616692,51.482883
3,-2.616674,51.482809
3,-2.616668,51.482753
3,-2.616080,51.480681
3,-2.616080,51.480681
3,-2.613678,51.479695
3,-2.613331,51.479553
3,-2.613167,51.479491
3,-2.613167,51.479491
3,-2.613149,51.479507
3,-2.613152,51.479514
3,-2.613192,51.479524
3,-2.613165,51.479559
3,-2.613128,51.479568
3,-2.613001,51.479592
3,-2.612997,51.479600
3,-2.612960,51.479620
3,-2.612942,51.479617
3,-2.612923,51.479616
3,-2.612903,51.479613
3,-2.612883,51.479610
3,-2.612863,51.479608
3,-2.612843,51.479606
3,-2.612824,51.479607
3,-2.612804,51.479608
3,-2.612784,51.479611
3,-2.612764,51.479614
3,-2.612745,51.479619
3,-2.612725,51.479624
3,-2.612273,51.479790
3,-2.612197,51.480067
3,-2.612181,51.480238
3,-2.612183,51.480368
3,-2.612180,51.480421
3,-2.612178,51.480432
3,-2.612178,51.480444
3,-2.612180,51.480459
3,-2.612188,51.480475
3,-2.612181,51.480521
3,-2.612170,51.480557
3,-2.612174,51.480491
3,-2.612180,51.480477
3,-2.612195,51.480466
3,-2.612196,51.480456
3,-2.612193,51.480452
3,-2.612170,51.480431
3,-2.612167,51.480428
3,-2.612176,51.480423
3,-2.612186,51.480417
3,-2.612343,51.480299
3,-2.612467,51.480203
3,-2.612845,51.479843
3,-2.613167,51.479491
3,-2.613167,51.479491
3,-2.613522,51.479441
3,-2.613534,51.479440
3,-2.613591,51.479439
3,-2.614169,51.479381
3,-2.614280,51.479373
3,-2.614471,51.479364
3,-2.614583,51.479359
3,-2.614755,51.479354
3,-2.614803,51.479336
3,-2.614821,51.479328
3,-2.614804,51.479343
3,-2.615292,51.479401
3,-2.615329,51.479403
3,-2.615365,51.479390
3,-2.615400,51.479373
3,-2.615416,51.479358
3,-2.615462,51.479419
3,-2.615520,51.479431
3,-2.615537,51.479426
3,-2.615555,51.479420
3,-2.615575,51.479416
3,-2.617281,51.478774
3,-2.618577,51.478257
3,-2.619880,51.477737
3,-2.619866,51.477761
3,-2.619864,51.477765
3,-2.619922,51.477747
3,-2.619934,51.477736
3,-2.619949,51.477723
3,-2.619964,51.477708
3,-2.619974,51.477694
3,-2.619982,51.477678
3,-2.620023,51.477621
3,-2.620289,51.477422
3,-2.620289,51.477422
3,-2.624738,51.473780
3,-2.624862,51.473677
3,-2.624836,51.473686
3,-2.624855,51.473679
3,-2.625218,51.473110
3,-2.625230,51.473085
3,-2.625299,51.472713
3,-2.626164,51.468387
3,-2.626199,51.468212
3,-2.626171,51.468205
3,-2.626139,51.468199
3,-2.626104,51.468188
3,-2.626075,51.468172
3,-2.626053,51.468153
3,-2.626038,51.468133
3,-2.625897,51.467516
3,-2.625895,51.467494
3,-2.625877,51.467391
3,-2.625868,51.467371
3,-2.625821,51.467206
3,-2.625815,51.467184
3,-2.627259,51.469461
3,-2.627461,51.469437
3,-2.627483,51.469463
3,-2.627509,51.469493
3,-2.627537,51.469521
3,-2.627567,51.469549
3,-2.627590,51.469573
3,-2.627630,51.469618
3,-2.627650,51.469641
3,-2.627715,51.469704
3,-2.627761,51.469732
3,-2.627785,51.469741
3,-2.627806,51.469745
3,-2.627828,51.469751
3,-2.627852,51.469759
3,-2.627877,51.469768
3,-2.627903,51.469778
3,-2.628810,51.469910
3,-2.628847,51.469908
3,-2.628881,51.469903
3,-2.628914,51.469899
3,-2.628948,51.469895
3,-2.629016,51.469889
3,-2.629855,51.469880
3,-2.634906,51.469866
3,-2.634908,51.469906
3,-2.634902,51.469935
3,-2.634895,51.469953
